ID,start,end,latency
0,1713181243395.43,1713181243376.4949,18.934965133666992
1,1713181243394.1375,1713181243377.2979,16.83950424194336
2,1713181243410.91,1713181243394.2827,16.627073287963867
3,1713181243411.8682,1713181243395.8145,16.05367660522461
4,1713181243425.7087,1713181243411.0051,14.703750610351562
5,1713181243426.8555,1713181243412.1826,14.672994613647461
6,1713181243441.0796,1713181243425.8333,15.246391296386719
7,1713181243439.559,1713181243427.1738,12.385129928588867
8,1713181243452.8027,1713181243439.7112,13.091564178466797
9,1713181243461.2585,1713181243441.4634,19.79517936706543
10,1713181243468.9407,1713181243452.9182,16.022443771362305
11,1713181243475.8833,1713181243461.3774,14.505863189697266
12,1713181243483.5547,1713181243469.0366,14.518022537231445
13,1713181243489.041,1713181243475.9802,13.060808181762695
14,1713181243492.8787,1713181243483.6594,9.219169616699219
15,1713181243502.26,1713181243489.1436,13.11635971069336
16,1713181243506.0251,1713181243492.9717,13.053417205810547
17,1713181243513.7031,1713181243502.3604,11.342763900756836
18,1713181243515.1428,1713181243506.1404,9.002447128295898
19,1713181243524.741,1713181243513.8037,10.937213897705078
20,1713181243525.6316,1713181243515.2095,10.422229766845703
21,1713181243534.8684,1713181243524.8438,10.024785995483398
22,1713181243538.198,1713181243525.8577,12.340307235717773
23,1713181243544.6133,1713181243534.9702,9.643077850341797
24,1713181243552.701,1713181243538.2783,14.42265510559082
25,1713181243553.5938,1713181243544.702,8.891820907592773
26,1713181243562.6326,1713181243552.7998,9.83285903930664
27,1713181243563.5396,1713181243553.8206,9.718894958496094
28,1713181243572.662,1713181243562.7349,9.92727279663086
29,1713181243573.5396,1713181243563.7654,9.774208068847656
30,1713181243582.6382,1713181243572.7544,9.883880615234375
31,1713181243583.553,1713181243573.764,9.789228439331055
32,1713181243592.6985,1713181243582.7346,9.9639892578125
33,1713181243593.7195,1713181243583.7817,9.937763214111328
34,1713181243602.921,1713181243592.7988,10.122299194335938
35,1713181243603.8,1713181243593.9534,9.846687316894531
36,1713181243616.1355,1713181243603.0188,13.116836547851562
37,1713181243617.0718,1713181243604.0298,13.041973114013672
38,1713181243626.649,1713181243616.24,10.408878326416016
39,1713181243627.6074,1713181243617.3115,10.295867919921875
40,1713181243637.5063,1713181243626.7737,10.732650756835938
41,1713181243638.335,1713181243627.8535,10.481595993041992
42,1713181243648.4236,1713181243637.609,10.814666748046875
43,1713181243649.29,1713181243638.5647,10.72549819946289
44,1713181243658.2212,1713181243648.508,9.713172912597656
45,1713181243659.0222,1713181243649.5547,9.467601776123047
46,1713181243666.926,1713181243658.3135,8.612632751464844
47,1713181243670.116,1713181243659.2449,10.871171951293945
48,1713181243675.9497,1713181243667.0188,8.93092155456543
49,1713181243680.536,1713181243670.1912,10.344743728637695
50,1713181243684.645,1713181243676.0376,8.60738754272461
51,1713181243687.6833,1713181243680.627,7.056474685668945
52,1713181243693.2322,1713181243684.718,8.513927459716797
53,1713181243696.2258,1713181243687.7566,8.469343185424805
54,1713181243701.1497,1713181243693.3235,7.826328277587891
55,1713181243705.2153,1713181243696.2966,8.91876220703125
56,1713181243708.4492,1713181243701.2322,7.216930389404297
57,1713181243717.7805,1713181243705.2898,12.49074935913086
58,1713181243718.7473,1713181243708.524,10.223388671875
59,1713181243728.178,1713181243717.8835,10.294437408447266
60,1713181243729.107,1713181243719.002,10.104894638061523
61,1713181243738.8616,1713181243728.2856,10.576009750366211
62,1713181243739.8667,1713181243729.3433,10.523557662963867
63,1713181243749.8838,1713181243738.9756,10.908365249633789
64,1713181243750.869,1713181243740.1572,10.711669921875
65,1713181243761.1702,1713181243749.995,11.174917221069336
66,1713181243762.1104,1713181243751.1519,10.958671569824219
67,1713181243772.7378,1713181243761.286,11.451959609985352
68,1713181243773.8376,1713181243762.3823,11.455297470092773
69,1713181243784.793,1713181243772.842,11.950969696044922
70,1713181243785.728,1713181243774.1907,11.537313461303711
71,1713181243796.712,1713181243784.909,11.802911758422852
72,1713181243797.6633,1713181243785.9773,11.686086654663086
73,1713181243809.6812,1713181243796.8264,12.854814529418945
74,1713181243810.6719,1713181243797.9307,12.7410888671875
75,1713181243822.137,1713181243809.8022,12.334585189819336
76,1713181243823.154,1713181243810.9385,12.215375900268555
77,1713181243833.7126,1713181243822.265,11.447668075561523
78,1713181243834.6912,1713181243823.436,11.255025863647461
79,1713181243846.299,1713181243833.8174,12.481689453125
80,1713181243847.2073,1713181243834.9531,12.25423812866211
81,1713181243857.838,1713181243846.406,11.43193244934082
82,1713181243858.8752,1713181243847.4531,11.422157287597656
83,1713181243868.9626,1713181243857.9658,10.996818542480469
84,1713181243869.8577,1713181243859.1372,10.720252990722656
85,1713181243879.9536,1713181243869.0918,10.861873626708984
86,1713181243880.8035,1713181243870.1223,10.68115234375
87,1713181243891.501,1713181243880.0608,11.440277099609375
88,1713181243892.4326,1713181243881.0732,11.359453201293945
89,1713181243902.6133,1713181243891.612,11.001348495483398
90,1713181243903.4675,1713181243892.6697,10.797739028930664
91,1713181243912.4238,1713181243902.7124,9.711503982543945
92,1713181243913.2878,1713181243903.6895,9.598493576049805
93,1713181243923.4727,1713181243912.5215,10.95128059387207
94,1713181243922.637,1713181243913.5159,9.121179580688477
95,1713181243932.8022,1713181243922.7358,10.06627082824707
96,1713181243933.669,1713181243923.6946,9.974241256713867
97,1713181243943.8918,1713181243932.9106,10.981082916259766
98,1713181243944.87,1713181243933.9001,10.970115661621094
99,1713181243956.1475,1713181243944.0215,12.125968933105469
100,1713181243956.958,1713181243945.1292,11.828899383544922
