ID,start,end,latency
0,1713181488016.482,1713181487999.4683,17.0135498046875
1,1713181488026.9346,1713181488000.1533,26.781320571899414
2,1713181488029.5222,1713181488000.735,28.78713607788086
3,1713181488036.2087,1713181488001.2905,34.91806983947754
4,1713181488032.7847,1713181488001.8228,30.961990356445312
5,1713181488037.2466,1713181488002.3552,34.89112854003906
6,1713181488033.896,1713181488002.8494,31.046628952026367
7,1713181488024.3604,1713181488003.6184,20.741939544677734
8,1713181488022.7085,1713181488004.5205,18.187999725341797
9,1713181488027.8103,1713181488005.2332,22.577285766601562
10,1713181488041.2043,1713181488016.6292,24.575233459472656
11,1713181488044.7866,1713181488022.8054,21.981239318847656
12,1713181488053.093,1713181488024.42,28.67293357849121
13,1713181488045.8694,1713181488026.9973,18.87202262878418
14,1713181488049.3298,1713181488028.0352,21.294593811035156
15,1713181488062.4072,1713181488029.5718,32.83548355102539
16,1713181488060.3071,1713181488032.8643,27.44269371032715
17,1713181488057.5017,1713181488034.2153,23.28634262084961
18,1713181488058.519,1713181488036.2947,22.22442626953125
19,1713181488054.2095,1713181488037.5059,16.70360565185547
20,1713181488066.8022,1713181488041.2747,25.5277156829834
21,1713181488063.6326,1713181488044.853,18.779516220092773
22,1713181488071.7502,1713181488045.9194,25.830745697021484
23,1713181488072.854,1713181488049.3894,23.464679718017578
24,1713181488069.0083,1713181488053.1504,15.857934951782227
25,1713181488079.7825,1713181488054.2607,25.52175521850586
26,1713181488074.5903,1713181488057.5596,17.030954360961914
27,1713181488083.8735,1713181488058.5627,25.310754776000977
28,1713181488088.8696,1713181488060.354,28.51557731628418
29,1713181488082.1973,1713181488062.4546,19.742488861083984
30,1713181488080.994,1713181488063.678,17.31586456298828
31,1713181488094.7598,1713181488066.8633,27.896404266357422
32,1713181488090.1672,1713181488069.057,21.11029624938965
33,1713181488093.9426,1713181488071.8127,22.13001251220703
34,1713181488091.916,1713181488072.9128,19.00315284729004
35,1713181488099.8486,1713181488074.6372,25.211572647094727
36,1713181488103.0269,1713181488079.8484,23.178577423095703
37,1713181488097.8396,1713181488081.0466,16.793012619018555
38,1713181488100.9644,1713181488082.2424,18.721818923950195
39,1713181488105.788,1713181488083.9214,21.866559982299805
40,1713181488109.663,1713181488088.9287,20.734310150146484
41,1713181488113.5405,1713181488090.2139,23.326873779296875
42,1713181488117.3784,1713181488091.9653,25.413036346435547
43,1713181488118.8328,1713181488093.9895,24.843215942382812
44,1713181488111.487,1713181488094.9739,16.513347625732422
45,1713181488110.7605,1713181488097.898,12.862443923950195
46,1713181488122.682,1713181488099.8994,22.782564163208008
47,1713181488120.26,1713181488101.0117,19.248247146606445
48,1713181488125.4934,1713181488103.0776,22.415876388549805
49,1713181488126.5452,1713181488105.8425,20.702600479125977
50,1713181488134.5388,1713181488109.727,24.811744689941406
51,1713181488136.3262,1713181488110.8062,25.519847869873047
52,1713181488130.7551,1713181488111.6697,19.085407257080078
53,1713181488133.5244,1713181488113.5815,19.942760467529297
54,1713181488138.588,1713181488117.4373,21.150588989257812
55,1713181488148.1082,1713181488118.8904,29.217958450317383
56,1713181488143.829,1713181488120.3037,23.525476455688477
57,1713181488141.3813,1713181488122.737,18.644094467163086
58,1713181488145.2952,1713181488125.5461,19.748926162719727
59,1713181488146.6108,1713181488126.5986,20.01214027404785
60,1713181488153.3577,1713181488130.8188,22.53890037536621
61,1713181488163.6255,1713181488133.5964,30.0290584564209
62,1713181488159.224,1713181488134.769,24.45507049560547
63,1713181488168.0764,1713181488136.376,31.700611114501953
64,1713181488155.2373,1713181488138.6409,16.596317291259766
65,1713181488154.5022,1713181488141.4407,13.0615234375
66,1713181488166.9526,1713181488143.8792,23.073434829711914
67,1713181488162.472,1713181488145.3486,17.12346076965332
68,1713181488169.5322,1713181488146.6594,22.8729248046875
69,1713181488166.2068,1713181488148.1555,18.0513858795166
70,1713181488171.092,1713181488153.4272,17.664670944213867
71,1713181488177.5334,1713181488154.5508,22.98259735107422
72,1713181488176.109,1713181488155.4155,20.693302154541016
73,1713181488180.8735,1713181488159.292,21.581649780273438
74,1713181488178.5996,1713181488162.5444,16.05510711669922
75,1713181488182.2166,1713181488163.6763,18.540382385253906
76,1713181488185.0142,1713181488166.2593,18.754959106445312
77,1713181488188.757,1713181488167.1426,21.614551544189453
78,1713181488189.787,1713181488168.1243,21.66295051574707
79,1713181488194.2559,1713181488169.5857,24.670124053955078
80,1713181488194.928,1713181488171.1375,23.790597915649414
81,1713181488191.3506,1713181488176.1755,15.175104141235352
82,1713181488192.5974,1713181488177.5815,15.015840530395508
83,1713181488198.1875,1713181488178.6448,19.542694091796875
84,1713181488202.8096,1713181488180.918,21.89159393310547
85,1713181488204.0679,1713181488182.2612,21.806716918945312
86,1713181488201.0078,1713181488185.068,15.939712524414062
87,1713181488205.8225,1713181488188.8179,17.00448989868164
88,1713181488211.1555,1713181488189.8354,21.319866180419922
89,1713181488210.0625,1713181488191.3982,18.66436004638672
90,1713181488211.9387,1713181488192.6409,19.29783821105957
91,1713181488216.619,1713181488194.3037,22.315025329589844
92,1713181488213.2437,1713181488195.0952,18.148422241210938
93,1713181488218.364,1713181488198.245,20.11895179748535
94,1713181488224.3916,1713181488201.0574,23.334264755249023
95,1713181488222.5334,1713181488202.8572,19.67620849609375
96,1713181488221.1055,1713181488204.1138,16.991853713989258
97,1713181488223.54,1713181488205.8687,17.67134666442871
98,1713181488225.938,1713181488210.1206,15.817403793334961
99,1713181488225.1526,1713181488211.206,13.946533203125
44085.13679696451
